date,rate,daily_return_pct,log_return,ma_7d,ma_21d,ma_63d,volatility_20d,year,month,day_of_week
2013-11-21,0.8218141889831025,-1.1234869098839861,-0.01129845695677223,0.828958413660913,0.8300070576238923,0.8227060632996333,0.5843665662375007,2013,11,3
2013-11-22,0.8155656108597285,-0.7603395277350877,-0.007632448449415574,0.8277727322019767,0.829009487993026,0.8232966072095048,0.5823987107400465,2013,11,4
2013-11-25,0.8211204277554989,0.681099941170249,0.006787909340225579,0.8271818741841931,0.8285919004729656,0.8240308660784325,0.6071363889755004,2013,11,0
2013-11-26,0.8196393998063891,-0.1803667158979505,-0.001805295725145123,0.8256954455005333,0.828131285428263,0.8246994709978361,0.6026583276931301,2013,11,1
2013-11-27,0.8171655247024883,-0.30182481521571214,-0.0030228122491429976,0.8228816193047026,0.8277075733316946,0.8253424745722734,0.6043069797448558,2013,11,2
2013-11-28,0.8154547636189104,-0.20935306640605944,-0.002095725162749751,0.8202731413512624,0.8271568381697285,0.8258817678052589,0.6001455728562454,2013,11,3
2013-11-29,0.8151275601868487,-0.040125270788737843,-0.0004013332312959861,0.8179839251304237,0.8264848114366953,0.8264193891733417,0.5968851726456395,2013,11,4
2013-12-02,0.8200157508935603,0.5996841409203535,0.005978931920335634,0.8177270054033462,0.8261832913941941,0.8269152407898462,0.6013640182885508,2013,12,0
2013-12-03,0.8250592453059488,0.6150484800923284,0.006131647767745996,0.8190832388956635,0.8259181456338551,0.8275036267861361,0.6143698570612229,2013,12,1
2013-12-04,0.8195357250527584,-0.6694695301719955,-0.006717205295594442,0.8188568527952721,0.8252591560683269,0.827897386389523,0.5887859773615665,2013,12,2
2013-12-05,0.8206459402354361,0.13546879638544063,0.001353771201972248,0.819000644285136,0.8243060230940706,0.8282193224687688,0.5901554342823591,2013,12,3
2013-12-06,0.8198403648802738,-0.09816357038593404,-0.0009821178237234551,0.8193827643105338,0.8234320504142215,0.8284430601966561,0.5834983225192533,2013,12,4
